Query: 4号大街与9号大街交叉口西侧盛泰北(2门), Truth: 盛泰·时代山(北2门),通行设施,临街院门,临街院正门,4号大街189号,江干区, Distance: 664
	- POI: 4号大街与9号大街交叉口,地名地址信息,交通地名,路口名,江干区,江干区, Distance: 641
	- POI: 杭州东风车厢有限公司办公楼,公司企业,公司,公司,良渚街道勾庄村莫干山路1591号,余杭区, Distance: 27748
	- POI: 杭州百福展柜办公楼,公司企业,公司,公司,棕榈路17-4附近,余杭区, Distance: 29133
	- POI: 景山综合办公楼(西南1门),通行设施,临街院门,临街院门,景山路42号,余杭区, Distance: 30439
	- POI: 景山综合办公楼(西南2门),通行设施,临街院门,临街院门,景山路56号,余杭区, Distance: 30465
	- POI: 西子国际·办公楼A座,商务住宅,楼宇,商务写字楼,景昙路19号附近,江干区, Distance: 13504
	- POI: 浙江省体育协会孵化基地协会办公楼,商务住宅,楼宇,商务写字楼,黄龙路西50米,西湖区, Distance: 18337
	- POI: 西文社区办公楼,商务住宅,楼宇,商务写字楼,东新街道西文街99号,下城区, Distance: 20568
	- POI: 景山综合办公楼,商务住宅,楼宇,商务写字楼,景山路42、56,余杭区, Distance: 30459
	- POI: 西子国际·办公楼A座(东门),通行设施,建筑物门,建筑物正门,景昙路19号附近,江干区, Distance: 13508
	- POI: 停车场(西子国际·办公楼C座西北),交通设施服务,停车场,公共停车场,秋涛北路72-2号附近,江干区, Distance: 13557
	- POI: 紧急避难场所(西子国际·办公楼C座北),公共设施,紧急避难场所,紧急避难场所,秋涛北路72-2号附近,江干区, Distance: 13558
Query: 高.桥路向)西公园东门口, Truth: 南江公园(东门),通行设施,临街院门,临街院门,[],萧山区, Distance: 15924
	- POI: 二桥村公园(东北门),通行设施,临街院门,临街院门,鸿宁路与鸿达路交叉口西150米,萧山区, Distance: 10285
	- POI: 江寺公园(东2门),通行设施,临街院门,临街院门,江寺路与金家桥路交叉口西50米,萧山区, Distance: 14574
	- POI: 家英文化公园(东门),通行设施,临街院门,临街院门,十二号路附近,富阳区, Distance: 27022
	- POI: 闸弄口公园(西南门),通行设施,临街院门,临街院正门,闸弄口横路30号附近,江干区, Distance: 259
	- POI: 闸弄口公园(西门),通行设施,通行设施,通行设施,机场路18号,江干区, Distance: 314
	- POI: 江干区城市建设综合开发办公室(东门),通行设施,临街院门,临街院门,体育场路高架与凯旋支路交叉口西50米,江干区, Distance: 1020
	- POI: 西湖景区出口(上塘高架东南向),地名地址信息,交通地名,城市快速路出口,下城区,下城区, Distance: 3315
	- POI: 江墅铁路遗址公园(西门),通行设施,临街院门,临街院正门,[],拱墅区, Distance: 6619
	- POI: 大润发石桥路店(东门),通行设施,临街院门,临街院正门,石桥路与秋石快速路交叉口西北50米,下城区, Distance: 7189
	- POI: 永兴公园停车场(出入口),交通设施服务,停车场,停车场出入口,西河路与郁家弄交叉口东50米,萧山区, Distance: 14533
	- POI: 下沙东收费站入口(德胜快速路西向),地名地址信息,交通地名,城市快速路入口,江干区,江干区, Distance: 18436
	- POI: 下沙东收费站(德胜快速路入口西向),道路附属设施,收费站,收费站,江干区,江干区, Distance: 18507
	- POI: 余杭收费站(G25长深高速入口西北向),道路附属设施,收费站,收费站,余杭区,余杭区, Distance: 20376
	- POI: 富阳东出口(G25长深高速西南向),地名地址信息,交通地名,高速路出口,富阳区,富阳区, Distance: 26425
	- POI: 浙商糖酒集团有限公司仓库(东门),通行设施,临街院门,临街院正门,秋涛北路313,江干区, Distance: 92
	- POI: 彩虹快速路入口(之江大桥方向),地名地址信息,交通地名,城市快速路入口,滨江区,滨江区, Distance: 11721
	- POI: 下沙出口(G2501杭州绕城高速东向),地名地址信息,交通地名,高速路出口,江干区,江干区, Distance: 18659
	- POI: 华浙公园(西门),通行设施,通行设施,通行设施,环城北路144号附近,拱墅区, Distance: 3694
	- POI: 杭州市公安局交通警察支队高架道路大队二中队(西北门),通行设施,临街院门,临街院门,同协路406号,江干区, Distance: 4583
	- POI: 杭州市大关公园停车场(出入口),交通设施服务,停车场,停车场出入口,大关苑东路与香积寺路交叉口西北150米,拱墅区, Distance: 4935
Query: 五星路与市民街交叉路口西北170米大楼1幢西南门, Truth: 中华钱塘航空大厦1幢(西南门),通行设施,建筑物门,建筑物门,市民街与森林路交叉口东南100米,江干区, Distance: 828
	- POI: 五星路与市民街交叉口,地名地址信息,交通地名,路口名,江干区,江干区, Distance: 772
	- POI: 城星路与市民街交叉口,地名地址信息,交通地名,路口名,江干区,江干区, Distance: 1256
	- POI: 城星路与市民街交叉口,交通设施服务,交通服务相关,交通服务相关,市民街152号附近,江干区, Distance: 1098
	- POI: 森林路与市民街交叉口,交通设施服务,交通服务相关,交通服务相关,钱塘航空大厦2幢,江干区, Distance: 873
	- POI: 富春路与市民街交叉口,地名地址信息,交通地名,路口名,江干区,江干区, Distance: 950
	- POI: 明珠国际商务中心B6号楼(西北门),通行设施,建筑物门,建筑物正门,五星路与市民街交叉口西南100米,江干区, Distance: 671
	- POI: 中华钱塘航空大厦2幢(西南门),通行设施,建筑物门,建筑物门,市民街与森林路交叉口东南100米,江干区, Distance: 837
	- POI: 市民街与清江路交叉口,地名地址信息,交通地名,路口名,江干区,江干区, Distance: 907
	- POI: 五星路与清江路交叉口,地名地址信息,交通地名,路口名,江干区,江干区, Distance: 557
	- POI: 交投绿城·明珠国际南区1号楼停车场(出口),交通设施服务,停车场,停车场出口,五星路与市民街交叉口南150米,江干区, Distance: 670
	- POI: 市民街与森林路交叉口,地名地址信息,交通地名,路口名,江干区,江干区, Distance: 846
	- POI: 钱江国际时代广场1号楼(西南门),通行设施,建筑物门,建筑物门,城星路与市民街交叉口西南50米,江干区, Distance: 1081
	- POI: 听涛路与10号大街交叉口,地名地址信息,交通地名,路口名,江干区,江干区, Distance: 18752
	- POI: 五星路与城星路交叉口,地名地址信息,交通地名,路口名,江干区,江干区, Distance: 996
	- POI: 泛海民生金融中心(西北门),通行设施,建筑物门,建筑物正门,五星路与城星路交叉口南50米,江干区, Distance: 957
	- POI: 临江金座(东1门),通行设施,临街院门,临街院门,之江路与衢江路交叉口西北100米,上城区, Distance: 8
	- POI: 上塘路与新市街交叉口,地名地址信息,交通地名,路口名,下城区,下城区, Distance: 7335
	- POI: 浙商证券停车场(出口),交通设施服务,停车场,停车场出口,五星路与市民街交叉口西南150米,江干区, Distance: 666
	- POI: 停车场(中电大楼北),交通设施服务,停车场,公共停车场|交通设施服务,停车场,路边停车场,华星路与工专路交叉口南50米,西湖区, Distance: 9255
	- POI: 杭州市滨江区人民政府(东南1门),通行设施,通行设施,通行设施,新月路与通和路交叉口西50米,滨江区, Distance: 2520
Query: 杭州市高科技企业孵化园区边创业园西门, Truth: 浙江省海外留学人员创业园下沙(西1门),通行设施,临街院门,临街院门,21号大街附近,江干区, Distance: 15799
	- POI: 杭州市高科技企业孵化园区5(西门),通行设施,建筑物门,建筑物门,科技园路与规划支路交叉口西南100米,江干区, Distance: 16241
	- POI: 杭州市高科技企业孵化园区(南2门),通行设施,临街院门,临街院门,6号大街452号,江干区, Distance: 16036
	- POI: 杭州市高科技企业孵化园区(南1门),通行设施,临街院门,临街院门,经济技术开发区6号大街452号,江干区, Distance: 16076
	- POI: 杭州市高科技企业孵化园区3(东南门),通行设施,建筑物门,建筑物门,6号大街331号附近,江干区, Distance: 16086
	- POI: 杭州市高科技企业孵化园区4(北门),通行设施,建筑物门,建筑物门,科技园路与规划支路交叉口南100米,江干区, Distance: 16222
	- POI: 杭州市高科技企业孵化园区(东门),通行设施,临街院门,临街院门,6号大街452号,江干区, Distance: 16233
	- POI: 杭州市高科技企业孵化园区停车场(出入口),交通设施服务,停车场,停车场出入口,科技园路与规划支路交叉口西100米,江干区, Distance: 16248
	- POI: 杭州市高科技企业孵化园区停车场,交通设施服务,停车场,公共停车场,21号大街与6号大街交叉口东北100米,江干区, Distance: 16070
	- POI: 杭州市高科技企业孵化园区3号楼,地名地址信息,门牌信息,楼栋号,6号大街,江干区, Distance: 16095
	- POI: 杭州市高科技企业孵化园区停车场(出入口),交通设施服务,停车场,停车场出入口,21号大街与6号大街交叉口北150米,江干区, Distance: 16120
	- POI: 杭州市高科技企业孵化园区停车场,交通设施服务,停车场,公共停车场,21号大街与6号大街交叉口北150米,江干区, Distance: 16143
	- POI: 杭州市高科技企业孵化园区停车场(出入口),交通设施服务,停车场,停车场出入口,6号大街315号附近,江干区, Distance: 16145
	- POI: 杭州市高科技企业孵化园区停车场,交通设施服务,停车场,公共停车场,21号大街与6号大街交叉口东北50米,江干区, Distance: 16152
	- POI: 杭州市高科技企业孵化园区,商务住宅,产业园区,产业园区,6号大街452号,江干区, Distance: 16164
	- POI: 杭州市高科技企业孵化园区1号楼,地名地址信息,门牌信息,楼栋号,23号大街杭州市高科技企业孵化园区,江干区, Distance: 16165
	- POI: 杭州市高科技企业孵化园区2幢,地名地址信息,门牌信息,楼栋号,6号大街,江干区, Distance: 16184
	- POI: 杭州市高科技企业孵化园区4号楼,地名地址信息,门牌信息,楼栋号,下沙杭州市高科技企业孵化园区,江干区, Distance: 16209
	- POI: 杭州市高科技企业孵化园区5号楼,地名地址信息,门牌信息,楼栋号,江干区,江干区, Distance: 16248
	- POI: 杭州市科技企业孵化器,商务住宅,产业园区,产业园区,德胜快速路与文泽路交叉口西200米,江干区, Distance: 16719
	- POI: 浙江树人大学-杭州市赛博大学生创业园育鹰创业孵化基地,商务住宅,产业园区,产业园区,树城路与树诚路交叉口东南50米,拱墅区, Distance: 18278
Query: 华媒科创园南面企业12号, Truth: 杭州朝阳橡胶有限公司(12号大街),公司企业,公司,公司,下沙经济开发区一号大街23号,江干区, Distance: 519
	- POI: 杭州华创全媒科创园管理有限公司,公司企业,公司,公司,下沙经济开发区1号大街68号,江干区, Distance: 396
	- POI: 华媒科创园,商务住宅,产业园区,产业园区,下沙1号大街68号,江干区, Distance: 462
	- POI: 杭州萧山东南科创园管理有限公司,公司企业,公司,公司,金城路436号附近,萧山区, Distance: 14838
	- POI: 杭州朝阳橡胶有限公司(12号大街),公司企业,公司,公司,一号大街23号,江干区, Distance: 325
	- POI: 杭运科创园物管办公室,公司企业,公司,公司,勾庄姚家路11号,余杭区, Distance: 22742
	- POI: 蓝都科创园2号楼(南门),通行设施,建筑物门,建筑物门,姚家路5号附近,余杭区, Distance: 22850
	- POI: 杭州汉超科技有限公司(铧广科技大厦西南),公司企业,公司,网络科技,姚家路5号蓝都科创园1号楼2楼,余杭区, Distance: 22873
	- POI: 杭州扬涛科技有限公司,公司企业,公司,公司,经济技术开发区1号大街68号(华媒科创园)北侧1幢1层B113室,江干区, Distance: 467
	- POI: 智格小区131号楼,地名地址信息,门牌信息,楼栋号,银沙路西50米,江干区, Distance: 1
	- POI: 蓝都科创园(2号门),通行设施,临街院门,临街院门,姚家路5号2号门,余杭区, Distance: 22831
	- POI: 杭州图软科技有限公司(铧广科技大厦南),公司企业,公司,网络科技,良渚街道姚家路5号蓝都科创园2号楼,余杭区, Distance: 22851
	- POI: 蓝都科创园2号楼,地名地址信息,门牌信息,楼栋号,良渚街道小洋坝良运街蓝都科创园,余杭区, Distance: 22851
	- POI: 蓝都科创园3号楼(南门),通行设施,建筑物门,建筑物门,姚家路5号2号门蓝都科创园附近,余杭区, Distance: 22871
	- POI: 人鱼崛起(下沙华媒店),餐饮服务,餐饮相关场所,餐饮相关,下沙路与1号大街交叉口华媒科创园1楼,江干区, Distance: 609
	- POI: 杭州念诚信息技术有限公司,公司企业,公司,公司,白杨街道下沙1号大街68号华媒科创园1-4,江干区, Distance: 639
	- POI: 浙江金之路信息科技有限公司(上沙锦湖家园西南),公司企业,公司,公司,上沙路1225号附近,江干区, Distance: 1016
	- POI: 杭州问童子文化创意有限公司(3号大街),公司企业,公司,公司,和达创意设计园2号楼4层406-408,江干区, Distance: 1196
	- POI: 杭州国缘教育科技有限公司,公司企业,公司,公司,3号大街6号路口和达创意园2号楼5层,江干区, Distance: 1196
	- POI: 杭州新伽网络科技有限公司,公司企业,公司,公司,下沙街道和达创意设计园2号5楼,江干区, Distance: 1211
	- POI: 岚光网络科技公司,公司企业,公司,公司,3号大街和达创意设计园2栋5楼501-506,江干区, Distance: 1211
Query: 星都嘉苑东北侧监督委员会, Truth: 流水西苑社区居务监督委员会,政府机构及社会团体,政府机关,乡镇以下级政府及事业单位,朝晖路与沙田里交叉口东南100米,下城区, Distance: 15453
